id,name,artists,genre,popularity,duration_ms,features,detail
3RR8JZGjOZ1bYPewpJkG8I,Plantlife,['Autolux'],,40.0,,"{'tempo': 126.05, 'key': 1, 'mode': 1, 'key_confidence': 0.63, 'energy': 0.36, 'danceability': 0.45, 'valence': 0.79, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.18, 'segments': {'count': 58, 'average_duration': 0.48}, 'beats': {'count': 58, 'regularity': 0.94}}",
20kLktXkoPcXiJZJVlvZKN,Happy Place,['The Jesus and Mary Chain'],indie pop,15.0,144120.0,"{'tempo': 136.0, 'key': 3, 'mode': 0, 'key_confidence': 0.8, 'energy': 0.4, 'danceability': 0.51, 'valence': 0.5, 'instrumentalness': 0.73, 'acousticness': 0.95, 'loudness': 0.02, 'segments': {'count': 65, 'average_duration': 0.44}, 'beats': {'count': 65, 'regularity': 0.93}}",
0MdNuVwk6cnPHvGvKPmOpx,Brandenburg,['Beirut'],r-n-b,35.0,218773.0,"{'tempo': 112.35, 'key': 9, 'mode': 0, 'key_confidence': 0.58, 'energy': 0.36, 'danceability': 0.4, 'valence': 0.49, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.16, 'segments': {'count': 56, 'average_duration': 0.53}, 'beats': {'count': 56, 'regularity': 0.88}}",
4nqZIOgiliWDxEhOResTub,Burden Of Life,['Beth Gibbons'],indie pop,41.0,215293.0,"{'tempo': 117.45, 'key': 9, 'mode': 0, 'key_confidence': 0.63, 'energy': 0.27, 'danceability': 0.37, 'valence': 0.31, 'instrumentalness': 0.78, 'acousticness': 0.97, 'loudness': 0.32, 'segments': {'count': 57, 'average_duration': 0.51}, 'beats': {'count': 57, 'regularity': 0.89}}",
17CLgOZqX9GAjZvSHMAHDn,パレード,['Chaba'],,31.0,,"{'tempo': 147.66, 'key': 2, 'mode': 1, 'key_confidence': 0.65, 'energy': 0.34, 'danceability': 0.51, 'valence': 0.77, 'instrumentalness': 0.74, 'acousticness': 0.97, 'loudness': 0.18, 'segments': {'count': 70, 'average_duration': 0.41}, 'beats': {'count': 70, 'regularity': 0.95}}",
3JXdxfQXDEXj0yZ8A0URuC,RUN! RUN! RUN!,['Maki Otsuki'],,27.0,,"{'tempo': 97.51, 'key': 6, 'mode': 0, 'key_confidence': 0.68, 'energy': 0.38, 'danceability': 0.46, 'valence': 0.49, 'instrumentalness': 0.74, 'acousticness': 0.95, 'loudness': 0.06, 'segments': {'count': 21, 'average_duration': 0.62}, 'beats': {'count': 21, 'regularity': 0.91}}",
5vPlb7HV5QuFBW7G4Wjyav,冷光,['Dead J'],,0.0,,"{'tempo': 80.75, 'key': 2, 'mode': 1, 'key_confidence': 0.84, 'energy': 0.28, 'danceability': 0.53, 'valence': 0.78, 'instrumentalness': 0.82, 'acousticness': 0.95, 'loudness': 0.39, 'segments': {'count': 18, 'average_duration': 0.74}, 'beats': {'count': 18, 'regularity': 0.87}}",
60a0Rd6pjrkxjPbaKzXjfq,In the End,['Linkin Park'],rock,90.0,216880.0,"{'tempo': 105.47, 'key': 5, 'mode': 0, 'key_confidence': 0.58, 'energy': 0.36, 'danceability': 0.43, 'valence': 0.49, 'instrumentalness': 0.75, 'acousticness': 0.95, 'loudness': 0.2, 'segments': {'count': 49, 'average_duration': 0.57}, 'beats': {'count': 49, 'regularity': 0.93}}",
3Afedn2jWgcBlkOUV6yXda,Love's Boy,['Sol Seppy'],,43.0,,"{'tempo': 103.36, 'key': 6, 'mode': 1, 'key_confidence': 0.61, 'energy': 0.26, 'danceability': 0.4, 'valence': 0.7, 'instrumentalness': 0.81, 'acousticness': 0.97, 'loudness': 0.43, 'segments': {'count': 49, 'average_duration': 0.58}, 'beats': {'count': 49, 'regularity': 0.9}}",
4XMP3zVxrnr58T0tjIHvpR,All Too Well,['Taylor Swift'],,53.0,,"{'tempo': 92.29, 'key': 7, 'mode': 1, 'key_confidence': 0.63, 'energy': 0.35, 'danceability': 0.42, 'valence': 0.78, 'instrumentalness': 0.75, 'acousticness': 0.96, 'loudness': 0.2, 'segments': {'count': 41, 'average_duration': 0.65}, 'beats': {'count': 41, 'regularity': 0.9}}",
24wT9mkalLcUIDt9rkpYJJ,Let You Down,['Dawid Podsiadło'],,55.0,,"{'tempo': 109.96, 'key': 9, 'mode': 1, 'key_confidence': 0.65, 'energy': 0.26, 'danceability': 0.46, 'valence': 0.65, 'instrumentalness': 0.79, 'acousticness': 0.97, 'loudness': 0.41, 'segments': {'count': 52, 'average_duration': 0.55}, 'beats': {'count': 52, 'regularity': 0.94}}",
4vsoWZcvtvSsE0OiVvDDvX,Harness Your Hopes - B-side,['Pavement'],indie pop,75.0,206946.0,"{'tempo': 109.96, 'key': 2, 'mode': 1, 'key_confidence': 0.55, 'energy': 0.32, 'danceability': 0.45, 'valence': 0.74, 'instrumentalness': 0.76, 'acousticness': 0.96, 'loudness': 0.26, 'segments': {'count': 52, 'average_duration': 0.55}, 'beats': {'count': 52, 'regularity': 0.88}}",
6cAbIQ5tachruXGBnXNuQ1,Messenger,['Blonde Redhead'],indie pop,41.0,201826.0,"{'tempo': 109.96, 'key': 5, 'mode': 1, 'key_confidence': 0.58, 'energy': 0.32, 'danceability': 0.46, 'valence': 0.77, 'instrumentalness': 0.76, 'acousticness': 0.96, 'loudness': 0.29, 'segments': {'count': 52, 'average_duration': 0.55}, 'beats': {'count': 52, 'regularity': 0.94}}",
5YhyG5A82Lk5K0V9bcatlo,Likewise,"['IBDY', 'RAT BOY']",indie,52.0,133891.0,"{'tempo': 99.38, 'key': 7, 'mode': 1, 'key_confidence': 0.67, 'energy': 0.32, 'danceability': 0.45, 'valence': 0.79, 'instrumentalness': 0.74, 'acousticness': 0.96, 'loudness': 0.28, 'segments': {'count': 49, 'average_duration': 0.6}, 'beats': {'count': 49, 'regularity': 0.92}}",
4cQJ27R11K634x5qCOwKW5,One Way Or Another - Remastered 2001,['Blondie'],synth-pop,71.0,215106.0,"{'tempo': 166.71, 'key': 8, 'mode': 1, 'key_confidence': 0.58, 'energy': 0.37, 'danceability': 0.49, 'valence': 0.81, 'instrumentalness': 0.74, 'acousticness': 0.95, 'loudness': 0.14, 'segments': {'count': 79, 'average_duration': 0.36}, 'beats': {'count': 79, 'regularity': 0.92}}",
6BlI2MeFUFTCVjgTOC2MRJ,The Dreamer,['東京酒吐座(Tokyo Shoegazer)'],,25.0,,"{'tempo': 99.38, 'key': 9, 'mode': 1, 'key_confidence': 0.72, 'energy': 0.36, 'danceability': 0.44, 'valence': 0.77, 'instrumentalness': 0.74, 'acousticness': 0.97, 'loudness': 0.14, 'segments': {'count': 48, 'average_duration': 0.6}, 'beats': {'count': 48, 'regularity': 0.82}}",
1XNM8FcPNYK0w3Vc7q46TN,Organ Donor,['DJ Shadow'],downtempo,48.0,117240.0,"{'tempo': 143.55, 'key': 8, 'mode': 0, 'key_confidence': 0.43, 'energy': 0.18, 'danceability': 0.45, 'valence': 0.31, 'instrumentalness': 0.86, 'acousticness': 1.0, 'loudness': 0.59, 'segments': {'count': 69, 'average_duration': 0.42}, 'beats': {'count': 69, 'regularity': 0.89}}",
15fP4zngwFelhzEIMH6f8m,Belly Of The Beast,['The Libertines'],,3.0,,"{'tempo': 101.33, 'key': 11, 'mode': 1, 'key_confidence': 0.72, 'energy': 0.36, 'danceability': 0.42, 'valence': 0.79, 'instrumentalness': 0.76, 'acousticness': 0.94, 'loudness': 0.23, 'segments': {'count': 48, 'average_duration': 0.59}, 'beats': {'count': 48, 'regularity': 0.88}}",
2Yw5jfEaQFHoUFhzXUGkgV,The Boy,['The Smashing Pumpkins'],rock,62.0,183240.0,"{'tempo': 129.2, 'key': 6, 'mode': 0, 'key_confidence': 0.66, 'energy': 0.36, 'danceability': 0.58, 'valence': 0.5, 'instrumentalness': 0.75, 'acousticness': 0.95, 'loudness': 0.18, 'segments': {'count': 34, 'average_duration': 0.46}, 'beats': {'count': 34, 'regularity': 0.94}}",
4YFcGTdgmEuw8xTO4XrxbB,Zero - Remastered 2012,['The Smashing Pumpkins'],metal,71.0,160173.0,"{'tempo': 129.2, 'key': 10, 'mode': 0, 'key_confidence': 0.68, 'energy': 0.31, 'danceability': 0.48, 'valence': 0.49, 'instrumentalness': 0.76, 'acousticness': 0.97, 'loudness': 0.25, 'segments': {'count': 56, 'average_duration': 0.46}, 'beats': {'count': 56, 'regularity': 0.93}}",
0N5OzOf6EduJy6IsYlEgig,Vivir - S.I.S Project Deep House Remix,"['Omar Faruk Tekbilek', 'S.I.S Project', 'Yasmin Levy']",,32.0,,"{'tempo': 105.47, 'key': 5, 'mode': 0, 'key_confidence': 0.7, 'energy': 0.26, 'danceability': 0.44, 'valence': 0.41, 'instrumentalness': 0.8, 'acousticness': 0.96, 'loudness': 0.43, 'segments': {'count': 51, 'average_duration': 0.57}, 'beats': {'count': 51, 'regularity': 0.97}}",
5CeL9C3bsoe4yzYS1Qz8cw,Girls & Boys,['Blur'],alternative,73.0,259385.0,"{'tempo': 60.09, 'key': 10, 'mode': 1, 'key_confidence': 0.58, 'energy': 0.37, 'danceability': 0.4, 'valence': 0.77, 'instrumentalness': 0.75, 'acousticness': 0.93, 'loudness': 0.19, 'segments': {'count': 30, 'average_duration': 1.0}, 'beats': {'count': 30, 'regularity': 0.83}}",
15VRO9CQwMpbqUYA7e6Hwg,The Man Who Sold The World - Live,['Nirvana'],,80.0,261093.0,"{'tempo': 117.45, 'key': 3, 'mode': 0, 'key_confidence': 0.53, 'energy': 0.32, 'danceability': 0.46, 'valence': 0.41, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.23, 'segments': {'count': 58, 'average_duration': 0.51}, 'beats': {'count': 58, 'regularity': 0.95}}",
6zfczP87XO2SxWlQtnjFNa,The Look,['Metronomy'],electronic,76.0,277653.0,"{'tempo': 84.72, 'key': 9, 'mode': 1, 'key_confidence': 0.54, 'energy': 0.29, 'danceability': 0.4, 'valence': 0.72, 'instrumentalness': 0.77, 'acousticness': 0.97, 'loudness': 0.27, 'segments': {'count': 39, 'average_duration': 0.71}, 'beats': {'count': 39, 'regularity': 0.96}}",
2m2gFF3FIzVRxBKDziMEey,5:55,['Charlotte Gainsbourg'],,40.0,,"{'tempo': 143.55, 'key': 9, 'mode': 1, 'key_confidence': 0.65, 'energy': 0.3, 'danceability': 0.62, 'valence': 0.68, 'instrumentalness': 0.77, 'acousticness': 0.97, 'loudness': 0.24, 'segments': {'count': 36, 'average_duration': 0.42}, 'beats': {'count': 36, 'regularity': 0.95}}",
4m1qSLKlqxmr5A2dHluwDk,Bullet Lovers,['The Jesus and Mary Chain'],songwriter,20.0,219733.0,"{'tempo': 95.7, 'key': 11, 'mode': 1, 'key_confidence': 0.77, 'energy': 0.37, 'danceability': 0.45, 'valence': 0.79, 'instrumentalness': 0.75, 'acousticness': 0.94, 'loudness': 0.19, 'segments': {'count': 46, 'average_duration': 0.63}, 'beats': {'count': 46, 'regularity': 0.87}}",
2xZyd4VDrWOz2bHZRvt5Xu,Grand Blue,['Shonan No Kaze'],reggae,51.0,313026.0,"{'tempo': 132.51, 'key': 1, 'mode': 0, 'key_confidence': 0.6, 'energy': 0.37, 'danceability': 0.51, 'valence': 0.5, 'instrumentalness': 0.74, 'acousticness': 0.95, 'loudness': 0.22, 'segments': {'count': 63, 'average_duration': 0.45}, 'beats': {'count': 63, 'regularity': 0.97}}",
6vKkFAycW6gpayZlb9oJUl,Loose Joints - Remastered,['This Mortal Coil'],punk,23.0,,"{'tempo': 126.05, 'key': 7, 'mode': 1, 'key_confidence': 0.67, 'energy': 0.31, 'danceability': 0.48, 'valence': 0.8, 'instrumentalness': 0.78, 'acousticness': 0.95, 'loudness': 0.3, 'segments': {'count': 60, 'average_duration': 0.48}, 'beats': {'count': 60, 'regularity': 0.91}}",
3yMXOWJgagWt0k1I1o4pEs,Melody,['Blonde Redhead'],indie pop,38.0,276600.0,"{'tempo': 152.0, 'key': 10, 'mode': 0, 'key_confidence': 0.61, 'energy': 0.31, 'danceability': 0.62, 'valence': 0.4, 'instrumentalness': 0.79, 'acousticness': 0.96, 'loudness': 0.29, 'segments': {'count': 38, 'average_duration': 0.39}, 'beats': {'count': 38, 'regularity': 0.96}}",
5R7Vhx8xJyzi5r5tLLrlPS,Jubilee - 2012 Remaster,['Blur'],alt-rock,33.0,167640.0,"{'tempo': 129.2, 'key': 9, 'mode': 1, 'key_confidence': 0.58, 'energy': 0.39, 'danceability': 0.44, 'valence': 0.8, 'instrumentalness': 0.75, 'acousticness': 0.93, 'loudness': 0.13, 'segments': {'count': 62, 'average_duration': 0.46}, 'beats': {'count': 62, 'regularity': 0.92}}",
55tzW3Ar6PPmh1rNYBqE3l,Fragile - 2006 Remastered Version,['Wire'],rock,40.0,,"{'tempo': 136.0, 'key': 11, 'mode': 1, 'key_confidence': 0.6, 'energy': 0.34, 'danceability': 0.49, 'valence': 0.78, 'instrumentalness': 0.76, 'acousticness': 0.94, 'loudness': 0.22, 'segments': {'count': 65, 'average_duration': 0.44}, 'beats': {'count': 65, 'regularity': 0.94}}",
0a4agFmqHXxcZl1nho1BxM,Heart Of Glass - Special Mix,['Blondie'],synth-pop,70.0,275733.0,"{'tempo': 117.45, 'key': 4, 'mode': 1, 'key_confidence': 0.75, 'energy': 0.38, 'danceability': 0.55, 'valence': 0.8, 'instrumentalness': 0.75, 'acousticness': 0.93, 'loudness': 0.16, 'segments': {'count': 28, 'average_duration': 0.51}, 'beats': {'count': 28, 'regularity': 0.92}}",
2i1nmBnMkDGFTTjeGGIOTm,Lipstick,['Ariel Pink'],,0.0,,"{'tempo': 136.0, 'key': 10, 'mode': 0, 'key_confidence': 0.56, 'energy': 0.3, 'danceability': 0.51, 'valence': 0.43, 'instrumentalness': 0.75, 'acousticness': 0.99, 'loudness': 0.2, 'segments': {'count': 65, 'average_duration': 0.44}, 'beats': {'count': 65, 'regularity': 0.93}}",
5YAhKEMTGMh6SxTSYcUJl6,Postcards From Italy,['Beirut'],,0.0,,"{'tempo': 112.35, 'key': 9, 'mode': 1, 'key_confidence': 0.71, 'energy': 0.35, 'danceability': 0.46, 'valence': 0.75, 'instrumentalness': 0.75, 'acousticness': 0.96, 'loudness': 0.18, 'segments': {'count': 55, 'average_duration': 0.53}, 'beats': {'count': 55, 'regularity': 0.9}}",
4A3G4Chh8DTJftwJEf5tOp,Butter-Fly （デジモンアドベンチャー全話OP）,['Sho Oosawa'],,56.0,,"{'tempo': 166.71, 'key': 4, 'mode': 1, 'key_confidence': 0.61, 'energy': 0.35, 'danceability': 0.49, 'valence': 0.81, 'instrumentalness': 0.75, 'acousticness': 0.96, 'loudness': 0.2, 'segments': {'count': 78, 'average_duration': 0.36}, 'beats': {'count': 78, 'regularity': 0.92}}",
5oHgi4OECvAdc7QXp09Rxg,The Man Who Would Be King,['The Libertines'],garage,41.0,239013.0,"{'tempo': 120.19, 'key': 11, 'mode': 1, 'key_confidence': 0.61, 'energy': 0.35, 'danceability': 0.48, 'valence': 0.77, 'instrumentalness': 0.75, 'acousticness': 0.95, 'loudness': 0.2, 'segments': {'count': 56, 'average_duration': 0.5}, 'beats': {'count': 56, 'regularity': 0.96}}",
2X485T9Z5Ly0xyaghN73ed,Let It Happen,['Tame Impala'],rock,84.0,467586.0,"{'tempo': 126.05, 'key': 9, 'mode': 0, 'key_confidence': 0.71, 'energy': 0.33, 'danceability': 0.5, 'valence': 0.47, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.24, 'segments': {'count': 59, 'average_duration': 0.48}, 'beats': {'count': 59, 'regularity': 0.96}}",
4zEvxRDaKDoFlHxK7Hy0wg,Sunday,['The Cranberries'],pop,73.0,211066.0,"{'tempo': 109.96, 'key': 4, 'mode': 1, 'key_confidence': 0.57, 'energy': 0.35, 'danceability': 0.4, 'valence': 0.79, 'instrumentalness': 0.76, 'acousticness': 0.93, 'loudness': 0.26, 'segments': {'count': 50, 'average_duration': 0.55}, 'beats': {'count': 50, 'regularity': 0.91}}",
1CAC2VoVndHhOP71lJPzrF,Harmony,['Blonde Redhead'],indie pop,18.0,316066.0,"{'tempo': 147.66, 'key': 6, 'mode': 0, 'key_confidence': 0.65, 'energy': 0.35, 'danceability': 0.49, 'valence': 0.45, 'instrumentalness': 0.74, 'acousticness': 0.96, 'loudness': 0.15, 'segments': {'count': 68, 'average_duration': 0.41}, 'beats': {'count': 68, 'regularity': 0.93}}",
3P7366WEh3wxcZPvSc5mGT,Mr. Somewhere - Remastered,['This Mortal Coil'],,28.0,,"{'tempo': 136.0, 'key': 3, 'mode': 1, 'key_confidence': 0.51, 'energy': 0.3, 'danceability': 0.46, 'valence': 0.79, 'instrumentalness': 0.74, 'acousticness': 0.95, 'loudness': 0.26, 'segments': {'count': 66, 'average_duration': 0.44}, 'beats': {'count': 66, 'regularity': 0.89}}",
5SJ7mZ4HZWbhFcHpBvHU55,6 Underground,['Sneaker Pimps'],electronic,61.0,228840.0,"{'tempo': 172.27, 'key': 6, 'mode': 0, 'key_confidence': 0.65, 'energy': 0.35, 'danceability': 0.51, 'valence': 0.51, 'instrumentalness': 0.77, 'acousticness': 0.94, 'loudness': 0.27, 'segments': {'count': 79, 'average_duration': 0.35}, 'beats': {'count': 79, 'regularity': 0.96}}",
3ZLVPwIsli8ioABs1qNTlx,Grieving Volcano,['Dew Of Light'],,6.0,,"{'tempo': 120.19, 'key': 9, 'mode': 1, 'key_confidence': 0.71, 'energy': 0.23, 'danceability': 0.49, 'valence': 0.56, 'instrumentalness': 0.82, 'acousticness': 0.99, 'loudness': 0.51, 'segments': {'count': 55, 'average_duration': 0.5}, 'beats': {'count': 55, 'regularity': 0.95}}",
0CBIxz24LB3ydsNtZYlBJf,シータの決意,['Joe Hisaishi'],,41.0,,"{'tempo': 172.27, 'key': 2, 'mode': 1, 'key_confidence': 0.62, 'energy': 0.21, 'danceability': 0.48, 'valence': 0.57, 'instrumentalness': 0.86, 'acousticness': 0.99, 'loudness': 0.4, 'segments': {'count': 87, 'average_duration': 0.35}, 'beats': {'count': 87, 'regularity': 0.91}}",
5oBcWBVBoGlTacocqeNjkc,Lost Changes,['Beth Gibbons'],indie pop,41.0,341933.0,"{'tempo': 112.35, 'key': 2, 'mode': 1, 'key_confidence': 0.53, 'energy': 0.26, 'danceability': 0.39, 'valence': 0.62, 'instrumentalness': 0.79, 'acousticness': 0.98, 'loudness': 0.36, 'segments': {'count': 57, 'average_duration': 0.53}, 'beats': {'count': 57, 'regularity': 0.88}}",
40lAV4WjV32A6lSqUyXtjd,Heart Of The Matter,['The Libertines'],,9.0,,"{'tempo': 90.67, 'key': 11, 'mode': 1, 'key_confidence': 0.55, 'energy': 0.36, 'danceability': 0.37, 'valence': 0.78, 'instrumentalness': 0.75, 'acousticness': 0.94, 'loudness': 0.22, 'segments': {'count': 42, 'average_duration': 0.66}, 'beats': {'count': 42, 'regularity': 0.93}}",
5GXYKnnzBlHvrzBQ5WoxME,逆光 - ウタ from ONE PIECE FILM RED,['Ado'],j-pop,61.0,237862.0,"{'tempo': 143.55, 'key': 10, 'mode': 0, 'key_confidence': 0.61, 'energy': 0.38, 'danceability': 0.4, 'valence': 0.51, 'instrumentalness': 0.75, 'acousticness': 0.92, 'loudness': 0.19, 'segments': {'count': 70, 'average_duration': 0.42}, 'beats': {'count': 70, 'regularity': 0.94}}",
1RupbF7EB6NXELhdHK4JKy,Corndog in Shower,['Zachary Austin'],,29.0,,"{'tempo': 120.19, 'key': 7, 'mode': 1, 'key_confidence': 0.65, 'energy': 0.29, 'danceability': 0.45, 'valence': 0.73, 'instrumentalness': 0.78, 'acousticness': 0.97, 'loudness': 0.32, 'segments': {'count': 57, 'average_duration': 0.5}, 'beats': {'count': 57, 'regularity': 0.96}}",
14xj58ZexBaEaHARb11Cqs,Lucky,['Radiohead'],alternative,68.0,258813.0,"{'tempo': 136.0, 'key': 4, 'mode': 1, 'key_confidence': 0.62, 'energy': 0.32, 'danceability': 0.45, 'valence': 0.73, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.24, 'segments': {'count': 68, 'average_duration': 0.44}, 'beats': {'count': 68, 'regularity': 0.9}}",
4Hff1IjRbLGeLgFgxvHflk,DARE,['Gorillaz'],alternative,83.0,244999.0,"{'tempo': 120.19, 'key': 2, 'mode': 1, 'key_confidence': 0.68, 'energy': 0.34, 'danceability': 0.48, 'valence': 0.8, 'instrumentalness': 0.76, 'acousticness': 0.93, 'loudness': 0.27, 'segments': {'count': 60, 'average_duration': 0.5}, 'beats': {'count': 60, 'regularity': 0.97}}",
3sz6VqMAlfU4nnJWlYIcQs,Safe From Harm - Just A Dub,"['Massive Attack', 'Nellee Hooper', 'Shara Nelson']",trip-hop,18.0,193226.0,"{'tempo': 161.5, 'key': 11, 'mode': 1, 'key_confidence': 0.75, 'energy': 0.32, 'danceability': 0.48, 'valence': 0.81, 'instrumentalness': 0.77, 'acousticness': 0.94, 'loudness': 0.3, 'segments': {'count': 79, 'average_duration': 0.37}, 'beats': {'count': 79, 'regularity': 0.96}}",
51EMSRpNm9Rg5rGViVCczv,Andromeda,['Weyes Blood'],indie pop,69.0,280186.0,"{'tempo': 132.51, 'key': 8, 'mode': 0, 'key_confidence': 0.57, 'energy': 0.31, 'danceability': 0.46, 'valence': 0.38, 'instrumentalness': 0.76, 'acousticness': 0.97, 'loudness': 0.25, 'segments': {'count': 63, 'average_duration': 0.45}, 'beats': {'count': 63, 'regularity': 0.95}}",
0l1eE11aDKxc8ZOYUSXWP9,Special Cases,"['Massive Attack', ""Sinéad O'Connor""]",downtempo,49.0,309026.0,"{'tempo': 143.55, 'key': 0, 'mode': 1, 'key_confidence': 0.75, 'energy': 0.32, 'danceability': 0.48, 'valence': 0.79, 'instrumentalness': 0.76, 'acousticness': 0.97, 'loudness': 0.31, 'segments': {'count': 70, 'average_duration': 0.42}, 'beats': {'count': 70, 'regularity': 0.96}}",
3bPuOiZ4WoVOXIKlcC5Hit,PAWO,['Lorn'],,37.0,,"{'tempo': 123.05, 'key': 0, 'mode': 0, 'key_confidence': 0.88, 'energy': 0.23, 'danceability': 0.41, 'valence': 0.24, 'instrumentalness': 0.85, 'acousticness': 0.99, 'loudness': 0.41, 'segments': {'count': 56, 'average_duration': 0.49}, 'beats': {'count': 56, 'regularity': 0.89}}",
2a1iMaoWQ5MnvLFBDv4qkf,High and Dry,['Radiohead'],alternative,80.0,257480.0,"{'tempo': 178.21, 'key': 4, 'mode': 1, 'key_confidence': 0.84, 'energy': 0.35, 'danceability': 0.54, 'valence': 0.81, 'instrumentalness': 0.74, 'acousticness': 0.95, 'loudness': 0.23, 'segments': {'count': 81, 'average_duration': 0.34}, 'beats': {'count': 81, 'regularity': 0.95}}",
0KYOthr76o5GlmYLEfp9OX,Slomo,['Slowdive'],rock,58.0,413171.0,"{'tempo': 107.67, 'key': 6, 'mode': 1, 'key_confidence': 0.65, 'energy': 0.36, 'danceability': 0.41, 'valence': 0.77, 'instrumentalness': 0.74, 'acousticness': 0.96, 'loudness': 0.19, 'segments': {'count': 51, 'average_duration': 0.56}, 'beats': {'count': 51, 'regularity': 0.91}}",
3IjbWgNVG8n7jGxuHIb3Qu,Plan A,['The Libertines'],garage,13.0,,"{'tempo': 95.7, 'key': 9, 'mode': 1, 'key_confidence': 0.69, 'energy': 0.34, 'danceability': 0.39, 'valence': 0.79, 'instrumentalness': 0.76, 'acousticness': 0.94, 'loudness': 0.26, 'segments': {'count': 47, 'average_duration': 0.63}, 'beats': {'count': 47, 'regularity': 0.94}}",
7svM6oRnsecnQd30A6prDc,Particle Emission,['Silver Maple'],,37.0,,"{'tempo': 143.55, 'key': 8, 'mode': 0, 'key_confidence': 0.7, 'energy': 0.17, 'danceability': 0.51, 'valence': 0.21, 'instrumentalness': 0.92, 'acousticness': 0.98, 'loudness': 0.68, 'segments': {'count': 66, 'average_duration': 0.42}, 'beats': {'count': 66, 'regularity': 0.91}}",
3uPfYnQECyloQNT36LTVSB,Badhead - 2012 Remaster,['Blur'],alt-rock,35.0,205773.0,"{'tempo': 112.35, 'key': 7, 'mode': 1, 'key_confidence': 0.56, 'energy': 0.36, 'danceability': 0.45, 'valence': 0.77, 'instrumentalness': 0.75, 'acousticness': 0.94, 'loudness': 0.17, 'segments': {'count': 51, 'average_duration': 0.53}, 'beats': {'count': 51, 'regularity': 0.93}}",
5Y94QNZmNoHid18Y7c5Al9,I Want to Live,['Borislav Slavov'],,54.0,,"{'tempo': 152.0, 'key': 2, 'mode': 1, 'key_confidence': 0.45, 'energy': 0.25, 'danceability': 0.45, 'valence': 0.66, 'instrumentalness': 0.79, 'acousticness': 0.97, 'loudness': 0.39, 'segments': {'count': 75, 'average_duration': 0.39}, 'beats': {'count': 75, 'regularity': 0.9}}",
3ow0TQVttXQF8rLckmXgRx,Cherub Rock - 2011 Remaster,['The Smashing Pumpkins'],grunge,68.0,298253.0,"{'tempo': 178.21, 'key': 4, 'mode': 1, 'key_confidence': 0.64, 'energy': 0.35, 'danceability': 0.47, 'valence': 0.81, 'instrumentalness': 0.74, 'acousticness': 0.96, 'loudness': 0.16, 'segments': {'count': 84, 'average_duration': 0.34}, 'beats': {'count': 84, 'regularity': 0.94}}",
5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),['Taylor Swift'],pop,83.0,613026.0,"{'tempo': 92.29, 'key': 0, 'mode': 1, 'key_confidence': 0.63, 'energy': 0.32, 'danceability': 0.42, 'valence': 0.77, 'instrumentalness': 0.76, 'acousticness': 0.96, 'loudness': 0.27, 'segments': {'count': 47, 'average_duration': 0.65}, 'beats': {'count': 47, 'regularity': 0.9}}",
1Rezzt36ybaT2ZbDZpv83D,Black Milk,"['Elizabeth Fraser', 'Massive Attack']",downtempo,64.0,381666.0,"{'tempo': 166.71, 'key': 4, 'mode': 0, 'key_confidence': 0.77, 'energy': 0.26, 'danceability': 0.48, 'valence': 0.37, 'instrumentalness': 0.81, 'acousticness': 0.98, 'loudness': 0.45, 'segments': {'count': 83, 'average_duration': 0.36}, 'beats': {'count': 83, 'regularity': 0.95}}",
6pwSQnER1gRW3IhdZH0dqu,Bent (Roi's Song),['DIIV'],indie pop,42.0,340366.0,"{'tempo': 136.0, 'key': 6, 'mode': 1, 'key_confidence': 0.65, 'energy': 0.32, 'danceability': 0.47, 'valence': 0.75, 'instrumentalness': 0.75, 'acousticness': 0.98, 'loudness': 0.22, 'segments': {'count': 64, 'average_duration': 0.44}, 'beats': {'count': 64, 'regularity': 0.91}}",
45FbEBwrjJOAvmcxzgKwZq,Winner's Blues,['Sonic Youth'],alternative,32.0,127640.0,"{'tempo': 123.05, 'key': 6, 'mode': 1, 'key_confidence': 0.57, 'energy': 0.3, 'danceability': 0.56, 'valence': 0.68, 'instrumentalness': 0.77, 'acousticness': 0.96, 'loudness': 0.27, 'segments': {'count': 31, 'average_duration': 0.49}, 'beats': {'count': 31, 'regularity': 0.93}}",
71HmvPRopmWuTYCBYH7PRv,Oceans,['Beth Gibbons'],indie pop,37.0,223920.0,"{'tempo': 152.0, 'key': 4, 'mode': 1, 'key_confidence': 0.63, 'energy': 0.29, 'danceability': 0.52, 'valence': 0.65, 'instrumentalness': 0.77, 'acousticness': 0.98, 'loudness': 0.31, 'segments': {'count': 71, 'average_duration': 0.39}, 'beats': {'count': 71, 'regularity': 0.94}}",
