id,name,artists,genre,popularity,duration_ms,features,detail
6cwXXG46JNcR6ETzgPpGoN,Safe From Harm - Perfecto Mix,"['Massive Attack', 'Paul Oakenfold', 'Shara Nelson', 'Steve Osborne']",trip-hop,28.0,494293.0,"{'tempo': 107.67, 'key': 6, 'mode': 1, 'key_confidence': 0.61, 'energy': 0.31, 'danceability': 0.38, 'valence': 0.79, 'instrumentalness': 0.78, 'acousticness': 0.96, 'loudness': 0.32, 'segments': {'count': 55, 'average_duration': 0.56}, 'beats': {'count': 55, 'regularity': 0.89}}",
0wokCRaKD0zPNhMRXAgVsr,Ordinary World,['Duran Duran'],dance,81.0,340200.0,"{'tempo': 139.67, 'key': 11, 'mode': 1, 'key_confidence': 0.67, 'energy': 0.34, 'danceability': 0.5, 'valence': 0.8, 'instrumentalness': 0.75, 'acousticness': 0.94, 'loudness': 0.25, 'segments': {'count': 65, 'average_duration': 0.43}, 'beats': {'count': 65, 'regularity': 0.92}}",
5Hfo4j3E3jYSSFDIjvZDwB,Reena,['Sonic Youth'],alt-rock,32.0,227293.0,"{'tempo': 152.0, 'key': 4, 'mode': 1, 'key_confidence': 0.63, 'energy': 0.32, 'danceability': 0.49, 'valence': 0.67, 'instrumentalness': 0.76, 'acousticness': 0.98, 'loudness': 0.21, 'segments': {'count': 69, 'average_duration': 0.39}, 'beats': {'count': 69, 'regularity': 0.96}}",
5RBOcBpJXaNnHCGViJmYhh,The Perfect Girl,['Mareux'],,78.0,,"{'tempo': 129.2, 'key': 3, 'mode': 0, 'key_confidence': 0.7, 'energy': 0.29, 'danceability': 0.51, 'valence': 0.41, 'instrumentalness': 0.77, 'acousticness': 0.98, 'loudness': 0.28, 'segments': {'count': 59, 'average_duration': 0.46}, 'beats': {'count': 59, 'regularity': 0.98}}",
7GYwQpHMMh6aJhpsjVGjC2,Picture Me in a Hospital,['Babyshambles'],r&b,40.0,185894.0,"{'tempo': 97.51, 'key': 11, 'mode': 1, 'key_confidence': 0.58, 'energy': 0.33, 'danceability': 0.46, 'valence': 0.78, 'instrumentalness': 0.76, 'acousticness': 0.97, 'loudness': 0.25, 'segments': {'count': 43, 'average_duration': 0.62}, 'beats': {'count': 43, 'regularity': 0.9}}",
6MSCWPjKrG5aAcRG9oh3R7,I Love You,['Omar Faruk Tekbilek'],j-dance,41.0,492666.0,"{'tempo': 109.96, 'key': 7, 'mode': 1, 'key_confidence': 0.45, 'energy': 0.29, 'danceability': 0.36, 'valence': 0.73, 'instrumentalness': 0.76, 'acousticness': 0.96, 'loudness': 0.34, 'segments': {'count': 57, 'average_duration': 0.55}, 'beats': {'count': 57, 'regularity': 0.85}}",
1hVhfJiDdR3KHAVW97Dp6k,Stones,['Sonic Youth'],alt-rock,38.0,426773.0,"{'tempo': 129.2, 'key': 9, 'mode': 1, 'key_confidence': 0.6, 'energy': 0.33, 'danceability': 0.45, 'valence': 0.77, 'instrumentalness': 0.77, 'acousticness': 0.95, 'loudness': 0.22, 'segments': {'count': 62, 'average_duration': 0.46}, 'beats': {'count': 62, 'regularity': 0.91}}",
4qO03RMQm88DdpTJcxlglY,Call Me,['Blondie'],synth-pop,73.0,212600.0,"{'tempo': 143.55, 'key': 2, 'mode': 1, 'key_confidence': 0.54, 'energy': 0.36, 'danceability': 0.5, 'valence': 0.81, 'instrumentalness': 0.75, 'acousticness': 0.92, 'loudness': 0.21, 'segments': {'count': 64, 'average_duration': 0.42}, 'beats': {'count': 64, 'regularity': 0.92}}",
5Y6rj0xiysIcDZ2nXM8BWc,Young Neil,['Blonde Redhead'],indie pop,15.0,278960.0,"{'tempo': 143.55, 'key': 3, 'mode': 0, 'key_confidence': 0.64, 'energy': 0.33, 'danceability': 0.48, 'valence': 0.5, 'instrumentalness': 0.75, 'acousticness': 0.95, 'loudness': 0.25, 'segments': {'count': 68, 'average_duration': 0.42}, 'beats': {'count': 68, 'regularity': 0.92}}",
4gHnSNHs8RyVukKoWdS99f,Something In The Way,['Nirvana'],grunge,74.0,232146.0,"{'tempo': 107.67, 'key': 0, 'mode': 1, 'key_confidence': 0.74, 'energy': 0.26, 'danceability': 0.45, 'valence': 0.62, 'instrumentalness': 0.82, 'acousticness': 0.97, 'loudness': 0.46, 'segments': {'count': 50, 'average_duration': 0.56}, 'beats': {'count': 50, 'regularity': 0.94}}",
2xlN7AQayh23l4gzh3ywLf,Lucid,['東京酒吐座(Tokyo Shoegazer)'],,21.0,,"{'tempo': 107.67, 'key': 8, 'mode': 0, 'key_confidence': 0.89, 'energy': 0.4, 'danceability': 0.38, 'valence': 0.49, 'instrumentalness': 0.73, 'acousticness': 0.97, 'loudness': 0.08, 'segments': {'count': 46, 'average_duration': 0.56}, 'beats': {'count': 46, 'regularity': 0.86}}",
0DqjIXjwhDOKVl7ChheeIc,In The Arms Of Sleep - Remastered 2012,['The Smashing Pumpkins'],grunge,41.0,252533.0,"{'tempo': 123.05, 'key': 7, 'mode': 0, 'key_confidence': 0.68, 'energy': 0.32, 'danceability': 0.41, 'valence': 0.49, 'instrumentalness': 0.76, 'acousticness': 0.97, 'loudness': 0.3, 'segments': {'count': 58, 'average_duration': 0.49}, 'beats': {'count': 58, 'regularity': 0.91}}",
7DJOQFTiCSzfMEr5uTahZv,الألطف,"['Omar Faruk Tekbilek', 'Rabih Abou-Khalil', 'Tahta Menezes']",,33.0,,"{'tempo': 95.7, 'key': 5, 'mode': 1, 'key_confidence': 0.62, 'energy': 0.24, 'danceability': 0.43, 'valence': 0.57, 'instrumentalness': 0.82, 'acousticness': 0.99, 'loudness': 0.51, 'segments': {'count': 45, 'average_duration': 0.63}, 'beats': {'count': 45, 'regularity': 0.92}}",
5tKBUZoQ54E7HdNaY0FiuL,Daydreaming - Brixton Bass Mix,"['Blacksmith', 'Massive Attack', 'Shara Nelson', 'Tricky']",trip-hop,17.0,322560.0,"{'tempo': 97.51, 'key': 4, 'mode': 1, 'key_confidence': 0.72, 'energy': 0.32, 'danceability': 0.42, 'valence': 0.79, 'instrumentalness': 0.77, 'acousticness': 0.95, 'loudness': 0.3, 'segments': {'count': 45, 'average_duration': 0.62}, 'beats': {'count': 45, 'regularity': 0.9}}",
3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,['The Human League'],synth-pop,81.0,236920.0,"{'tempo': 117.45, 'key': 5, 'mode': 1, 'key_confidence': 0.45, 'energy': 0.35, 'danceability': 0.41, 'valence': 0.79, 'instrumentalness': 0.75, 'acousticness': 0.95, 'loudness': 0.21, 'segments': {'count': 59, 'average_duration': 0.51}, 'beats': {'count': 59, 'regularity': 0.94}}",
2ethqpBioqaojYbIoE1q2M,Equus,['Blonde Redhead'],indie pop,32.0,230200.0,"{'tempo': 143.55, 'key': 11, 'mode': 1, 'key_confidence': 0.57, 'energy': 0.36, 'danceability': 0.52, 'valence': 0.81, 'instrumentalness': 0.74, 'acousticness': 0.93, 'loudness': 0.19, 'segments': {'count': 69, 'average_duration': 0.42}, 'beats': {'count': 69, 'regularity': 0.96}}",
3kKVqFF4pv4EXeQe428zl2,Protection,"['Massive Attack', 'Tracey Thorn']",downtempo,61.0,471560.0,"{'tempo': 166.71, 'key': 11, 'mode': 1, 'key_confidence': 0.68, 'energy': 0.31, 'danceability': 0.51, 'valence': 0.81, 'instrumentalness': 0.77, 'acousticness': 0.94, 'loudness': 0.31, 'segments': {'count': 75, 'average_duration': 0.36}, 'beats': {'count': 75, 'regularity': 0.93}}",
30uvCVEYqgktyLfDcI76Hx,Doused,['DIIV'],rock,56.0,222973.0,"{'tempo': 84.72, 'key': 0, 'mode': 1, 'key_confidence': 0.72, 'energy': 0.32, 'danceability': 0.4, 'valence': 0.66, 'instrumentalness': 0.77, 'acousticness': 0.99, 'loudness': 0.16, 'segments': {'count': 40, 'average_duration': 0.71}, 'beats': {'count': 40, 'regularity': 0.91}}",
5LrkJFmitzUrKZnt5iXl8A,Euro Child,"['Massive Attack', 'Tricky']",downtempo,44.0,311160.0,"{'tempo': 161.5, 'key': 11, 'mode': 1, 'key_confidence': 0.72, 'energy': 0.3, 'danceability': 0.45, 'valence': 0.79, 'instrumentalness': 0.77, 'acousticness': 0.94, 'loudness': 0.38, 'segments': {'count': 78, 'average_duration': 0.37}, 'beats': {'count': 78, 'regularity': 0.97}}",
0WH39BFVGotzXe3torfzvK,Floating On A Moment,['Beth Gibbons'],indie pop,49.0,326080.0,"{'tempo': 95.7, 'key': 11, 'mode': 1, 'key_confidence': 0.64, 'energy': 0.28, 'danceability': 0.44, 'valence': 0.66, 'instrumentalness': 0.77, 'acousticness': 0.97, 'loudness': 0.37, 'segments': {'count': 45, 'average_duration': 0.63}, 'beats': {'count': 45, 'regularity': 0.88}}",
2WDxEYUSIROhFCFyrZWo6D,月光の雲海,['Joe Hisaishi'],,28.0,,"{'tempo': 92.29, 'key': 7, 'mode': 1, 'key_confidence': 0.62, 'energy': 0.21, 'danceability': 0.38, 'valence': 0.52, 'instrumentalness': 0.87, 'acousticness': 0.99, 'loudness': 0.43, 'segments': {'count': 44, 'average_duration': 0.65}, 'beats': {'count': 44, 'regularity': 0.86}}",
6haqJAkm4TBrRZTXF1YCeH,"Wano Kuni Theme (From ""One Piece"") - Cover Version",['Styzmask'],,37.0,,"{'tempo': 95.7, 'key': 9, 'mode': 0, 'key_confidence': 0.57, 'energy': 0.34, 'danceability': 0.47, 'valence': 0.49, 'instrumentalness': 0.76, 'acousticness': 0.94, 'loudness': 0.26, 'segments': {'count': 46, 'average_duration': 0.63}, 'beats': {'count': 46, 'regularity': 0.95}}",
0y89oUGduirOIlZpOLzLZa,Pink Love,['Blonde Redhead'],indie pop,33.0,373200.0,"{'tempo': 97.51, 'key': 5, 'mode': 0, 'key_confidence': 0.6, 'energy': 0.34, 'danceability': 0.4, 'valence': 0.46, 'instrumentalness': 0.74, 'acousticness': 0.95, 'loudness': 0.21, 'segments': {'count': 46, 'average_duration': 0.62}, 'beats': {'count': 46, 'regularity': 0.94}}",
43Vi6pBNOOcnjn65DEedOS,Incarnate Devil,['DIIV'],r-n-b,31.0,282591.0,"{'tempo': 161.5, 'key': 4, 'mode': 1, 'key_confidence': 0.76, 'energy': 0.35, 'danceability': 0.48, 'valence': 0.77, 'instrumentalness': 0.74, 'acousticness': 0.98, 'loudness': 0.13, 'segments': {'count': 78, 'average_duration': 0.37}, 'beats': {'count': 78, 'regularity': 0.95}}",
1Qli5kU5U9Wq7Mcq6zwE2o,One Piece - Franky's Theme,['Geek Music'],,39.0,,"{'tempo': 129.2, 'key': 2, 'mode': 1, 'key_confidence': 0.68, 'energy': 0.35, 'danceability': 0.5, 'valence': 0.76, 'instrumentalness': 0.75, 'acousticness': 0.94, 'loudness': 0.2, 'segments': {'count': 61, 'average_duration': 0.46}, 'beats': {'count': 61, 'regularity': 0.95}}",
2fXKyAyPrEa24c6PJyqznF,Common People - Full Length Version,['Pulp'],alternative,70.0,351626.0,"{'tempo': 143.55, 'key': 0, 'mode': 1, 'key_confidence': 0.68, 'energy': 0.39, 'danceability': 0.46, 'valence': 0.81, 'instrumentalness': 0.74, 'acousticness': 0.93, 'loudness': 0.12, 'segments': {'count': 73, 'average_duration': 0.42}, 'beats': {'count': 73, 'regularity': 0.93}}",
286mFeYjBJ9fkioaIzaxoN,PDA,['Interpol'],,57.0,,"{'tempo': 139.67, 'key': 6, 'mode': 1, 'key_confidence': 0.65, 'energy': 0.34, 'danceability': 0.47, 'valence': 0.78, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.2, 'segments': {'count': 65, 'average_duration': 0.43}, 'beats': {'count': 65, 'regularity': 0.93}}",
33HRECrmuelZxOpid6XTNX,Alison,['Slowdive'],indie pop,66.0,230986.0,"{'tempo': 99.38, 'key': 8, 'mode': 1, 'key_confidence': 0.67, 'energy': 0.38, 'danceability': 0.37, 'valence': 0.79, 'instrumentalness': 0.75, 'acousticness': 0.93, 'loudness': 0.17, 'segments': {'count': 48, 'average_duration': 0.6}, 'beats': {'count': 48, 'regularity': 0.88}}",
1o5jmMhhk2UZ9YP1X5fXfj,Lounge Act,['Nirvana'],grunge,62.0,156426.0,"{'tempo': 152.0, 'key': 7, 'mode': 1, 'key_confidence': 0.67, 'energy': 0.38, 'danceability': 0.44, 'valence': 0.8, 'instrumentalness': 0.73, 'acousticness': 0.96, 'loudness': 0.13, 'segments': {'count': 72, 'average_duration': 0.39}, 'beats': {'count': 72, 'regularity': 0.92}}",
27VxXIWKxPbcyinlY3SYc3,Don't Be so Serious,['Low Roar'],indie,60.0,373318.0,"{'tempo': 129.2, 'key': 11, 'mode': 1, 'key_confidence': 0.63, 'energy': 0.29, 'danceability': 0.47, 'valence': 0.7, 'instrumentalness': 0.77, 'acousticness': 0.98, 'loudness': 0.33, 'segments': {'count': 31, 'average_duration': 0.46}, 'beats': {'count': 31, 'regularity': 0.92}}",
31AOj9sFz2gM0O3hMARRBx,Losing My Religion,['R.E.M.'],alternative,88.0,268426.0,"{'tempo': 123.05, 'key': 9, 'mode': 1, 'key_confidence': 0.57, 'energy': 0.35, 'danceability': 0.47, 'valence': 0.79, 'instrumentalness': 0.74, 'acousticness': 0.95, 'loudness': 0.2, 'segments': {'count': 59, 'average_duration': 0.49}, 'beats': {'count': 59, 'regularity': 0.92}}",
72xcjmj3heF2YU1HGAi8x0,December,['Teenage Fanclub'],,32.0,,"{'tempo': 161.5, 'key': 2, 'mode': 1, 'key_confidence': 0.6, 'energy': 0.37, 'danceability': 0.49, 'valence': 0.81, 'instrumentalness': 0.74, 'acousticness': 0.95, 'loudness': 0.17, 'segments': {'count': 75, 'average_duration': 0.37}, 'beats': {'count': 75, 'regularity': 0.91}}",
4hCxrGyimKO5g8j1C8QXpS,Broken,['Dead J'],,3.0,,"{'tempo': 152.0, 'key': 7, 'mode': 1, 'key_confidence': 0.76, 'energy': 0.29, 'danceability': 0.47, 'valence': 0.81, 'instrumentalness': 0.8, 'acousticness': 0.94, 'loudness': 0.45, 'segments': {'count': 73, 'average_duration': 0.39}, 'beats': {'count': 73, 'regularity': 0.94}}",
2MOrdaDFhHoyTpefyvQWCF,Nafas,"['Glen Velez', 'Rabih Abou-Khalil', 'Selim Kusur', 'Setrak Sarkissian']",jazz,34.0,,"{'tempo': 123.05, 'key': 2, 'mode': 1, 'key_confidence': 0.67, 'energy': 0.22, 'danceability': 0.42, 'valence': 0.59, 'instrumentalness': 0.83, 'acousticness': 0.98, 'loudness': 0.48, 'segments': {'count': 60, 'average_duration': 0.49}, 'beats': {'count': 60, 'regularity': 0.86}}",
1foMv2HQwfQ2vntFf9HFeG,Rhinestone Eyes,['Gorillaz'],alternative,79.0,200173.0,"{'tempo': 184.57, 'key': 10, 'mode': 1, 'key_confidence': 0.62, 'energy': 0.37, 'danceability': 0.52, 'valence': 0.82, 'instrumentalness': 0.75, 'acousticness': 0.92, 'loudness': 0.2, 'segments': {'count': 90, 'average_duration': 0.33}, 'beats': {'count': 90, 'regularity': 0.95}}",
6EuGf9ZfK9CcSoq2M0SYto,What Your Soul Sings,"['Massive Attack', ""Sinéad O'Connor""]",downtempo,46.0,398760.0,"{'tempo': 95.7, 'key': 8, 'mode': 1, 'key_confidence': 0.58, 'energy': 0.31, 'danceability': 0.4, 'valence': 0.75, 'instrumentalness': 0.77, 'acousticness': 0.96, 'loudness': 0.32, 'segments': {'count': 46, 'average_duration': 0.63}, 'beats': {'count': 46, 'regularity': 0.82}}",
0oxYB9GoOIDrdzniNdKC44,When the Sun Hits,['Slowdive'],indie pop,78.0,285906.0,"{'tempo': 107.67, 'key': 6, 'mode': 1, 'key_confidence': 0.73, 'energy': 0.38, 'danceability': 0.43, 'valence': 0.79, 'instrumentalness': 0.74, 'acousticness': 0.94, 'loudness': 0.13, 'segments': {'count': 50, 'average_duration': 0.56}, 'beats': {'count': 50, 'regularity': 0.87}}",
4BN6fOSb0UvVxt3LbcYWKN,Funny Time Of Year,"['Beth Gibbons', 'Rustin Man']",trip-hop,39.0,408426.0,"{'tempo': 161.5, 'key': 9, 'mode': 1, 'key_confidence': 0.72, 'energy': 0.28, 'danceability': 0.46, 'valence': 0.64, 'instrumentalness': 0.79, 'acousticness': 0.97, 'loudness': 0.34, 'segments': {'count': 75, 'average_duration': 0.37}, 'beats': {'count': 75, 'regularity': 0.92}}",
3X9AiS5arAxXgGhzpLD8R2,See Through,['Splashh'],,1.0,,"{'tempo': 95.7, 'key': 8, 'mode': 1, 'key_confidence': 0.69, 'energy': 0.35, 'danceability': 0.45, 'valence': 0.73, 'instrumentalness': 0.73, 'acousticness': 0.96, 'loudness': 0.15, 'segments': {'count': 46, 'average_duration': 0.63}, 'beats': {'count': 46, 'regularity': 0.94}}",
3PdM0yVUGOGEEF2fsqrTKQ,Shepard's Flute,['Bill Brown'],,50.0,,"{'tempo': 107.67, 'key': 11, 'mode': 1, 'key_confidence': 0.63, 'energy': 0.29, 'danceability': 0.45, 'valence': 0.63, 'instrumentalness': 0.78, 'acousticness': 0.97, 'loudness': 0.33, 'segments': {'count': 48, 'average_duration': 0.56}, 'beats': {'count': 48, 'regularity': 0.88}}",
1yAGTxqoYkV7JvdQi3Af6c,Little Stranger,['Dawid Podsiadło'],,50.0,,"{'tempo': 112.35, 'key': 2, 'mode': 1, 'key_confidence': 0.6, 'energy': 0.36, 'danceability': 0.42, 'valence': 0.79, 'instrumentalness': 0.74, 'acousticness': 0.95, 'loudness': 0.19, 'segments': {'count': 53, 'average_duration': 0.53}, 'beats': {'count': 53, 'regularity': 0.87}}",
5QIbR39hAEDIOkr4ggh4xc,Atomic,['Blondie'],synth-pop,62.0,280324.0,"{'tempo': 68.0, 'key': 4, 'mode': 1, 'key_confidence': 0.67, 'energy': 0.36, 'danceability': 0.49, 'valence': 0.77, 'instrumentalness': 0.76, 'acousticness': 0.94, 'loudness': 0.18, 'segments': {'count': 14, 'average_duration': 0.88}, 'beats': {'count': 14, 'regularity': 0.77}}",
2vpxRZz3POc7Yy4fBk3vaD,"On This Day, We Knew",['Mount Alaska'],,23.0,,"{'tempo': 129.2, 'key': 4, 'mode': 1, 'key_confidence': 0.54, 'energy': 0.21, 'danceability': 0.46, 'valence': 0.53, 'instrumentalness': 0.89, 'acousticness': 0.99, 'loudness': 0.46, 'segments': {'count': 62, 'average_duration': 0.46}, 'beats': {'count': 62, 'regularity': 0.93}}",
6YIggUJW3ttAAPRdnki8RM,Disarm - 2011 Remaster,['The Smashing Pumpkins'],metal,72.0,196905.0,"{'tempo': 129.2, 'key': 2, 'mode': 1, 'key_confidence': 0.66, 'energy': 0.29, 'danceability': 0.45, 'valence': 0.69, 'instrumentalness': 0.78, 'acousticness': 0.97, 'loudness': 0.34, 'segments': {'count': 59, 'average_duration': 0.46}, 'beats': {'count': 59, 'regularity': 0.94}}",
0ytE5aUxuTyXXrUiQMyHUq,Night Of The Hunter,['The Libertines'],garage,31.0,,"{'tempo': 97.51, 'key': 1, 'mode': 0, 'key_confidence': 0.62, 'energy': 0.33, 'danceability': 0.46, 'valence': 0.48, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.22, 'segments': {'count': 25, 'average_duration': 0.62}, 'beats': {'count': 25, 'regularity': 0.91}}",
6wVViUl2xSRoDK2T7dMZbR,Bizarre Love Triangle,['New Order'],punk-rock,66.0,263213.0,"{'tempo': 117.45, 'key': 5, 'mode': 0, 'key_confidence': 0.63, 'energy': 0.36, 'danceability': 0.41, 'valence': 0.5, 'instrumentalness': 0.76, 'acousticness': 0.94, 'loudness': 0.21, 'segments': {'count': 56, 'average_duration': 0.51}, 'beats': {'count': 56, 'regularity': 0.92}}",
3BGbqEDio3ocx1v4egIYr6,Walk Like an Egyptian,['The Bangles'],j-rock,62.0,204560.0,"{'tempo': 103.36, 'key': 6, 'mode': 1, 'key_confidence': 0.68, 'energy': 0.38, 'danceability': 0.53, 'valence': 0.8, 'instrumentalness': 0.74, 'acousticness': 0.91, 'loudness': 0.12, 'segments': {'count': 28, 'average_duration': 0.58}, 'beats': {'count': 28, 'regularity': 0.89}}",
2y1r21WlLwnanVaTWVL5x9,Borderless,['Aakash Gandhi'],,0.0,,"{'tempo': 147.66, 'key': 1, 'mode': 0, 'key_confidence': 0.6, 'energy': 0.31, 'danceability': 0.59, 'valence': 0.5, 'instrumentalness': 0.78, 'acousticness': 0.96, 'loudness': 0.33, 'segments': {'count': 46, 'average_duration': 0.41}, 'beats': {'count': 46, 'regularity': 0.94}}",
6px1KhTqAfxdcF6A1JGSpx,Bull In The Heather,['Sonic Youth'],pop,54.0,184866.0,"{'tempo': 129.2, 'key': 7, 'mode': 1, 'key_confidence': 0.55, 'energy': 0.29, 'danceability': 0.48, 'valence': 0.72, 'instrumentalness': 0.78, 'acousticness': 0.97, 'loudness': 0.33, 'segments': {'count': 63, 'average_duration': 0.46}, 'beats': {'count': 63, 'regularity': 0.93}}",
1fPKWu8NKS1ZGHjFZ5QCAs,Thirty-Three - Remastered 2012,['The Smashing Pumpkins'],,55.0,250293.0,"{'tempo': 129.2, 'key': 1, 'mode': 0, 'key_confidence': 0.73, 'energy': 0.3, 'danceability': 0.47, 'valence': 0.49, 'instrumentalness': 0.77, 'acousticness': 0.96, 'loudness': 0.33, 'segments': {'count': 63, 'average_duration': 0.46}, 'beats': {'count': 63, 'regularity': 0.92}}",
346SJSEbB6pNZMpwovxDiu,Mother I Sober (feat. Beth Gibbons of Portishead),"['Beth Gibbons', 'Kendrick Lamar']",,61.0,,"{'tempo': 92.29, 'key': 10, 'mode': 0, 'key_confidence': 0.54, 'energy': 0.3, 'danceability': 0.41, 'valence': 0.48, 'instrumentalness': 0.72, 'acousticness': 0.95, 'loudness': 0.32, 'segments': {'count': 43, 'average_duration': 0.65}, 'beats': {'count': 43, 'regularity': 0.81}}",
3Z5I3tySu3V1dB2Aw3djok,Girl Boy,['Blonde Redhead'],,51.0,,"{'tempo': 117.45, 'key': 3, 'mode': 0, 'key_confidence': 0.68, 'energy': 0.22, 'danceability': 0.56, 'valence': 0.26, 'instrumentalness': 0.84, 'acousticness': 0.96, 'loudness': 0.59, 'segments': {'count': 26, 'average_duration': 0.51}, 'beats': {'count': 26, 'regularity': 0.9}}",
1Ic9pKxGSJGM0LKeqf6lGe,All Apologies,['Nirvana'],,77.0,233173.0,"{'tempo': 117.45, 'key': 8, 'mode': 0, 'key_confidence': 0.65, 'energy': 0.34, 'danceability': 0.42, 'valence': 0.49, 'instrumentalness': 0.75, 'acousticness': 0.95, 'loudness': 0.23, 'segments': {'count': 53, 'average_duration': 0.51}, 'beats': {'count': 53, 'regularity': 0.9}}",
2Ixb8EhCUPd2pBSTv4Ws9a,Trim,['Underworld'],electronic,51.0,203733.0,"{'tempo': 139.67, 'key': 1, 'mode': 1, 'key_confidence': 0.73, 'energy': 0.25, 'danceability': 0.51, 'valence': 0.64, 'instrumentalness': 0.82, 'acousticness': 0.98, 'loudness': 0.43, 'segments': {'count': 66, 'average_duration': 0.43}, 'beats': {'count': 66, 'regularity': 0.96}}",
023Ty1YetEieyKfvnNjdsY,MY NAME IS RAT BOY,['RAT BOY'],,20.0,,"{'tempo': 143.55, 'key': 2, 'mode': 1, 'key_confidence': 0.59, 'energy': 0.34, 'danceability': 0.5, 'valence': 0.8, 'instrumentalness': 0.76, 'acousticness': 0.96, 'loudness': 0.22, 'segments': {'count': 60, 'average_duration': 0.42}, 'beats': {'count': 60, 'regularity': 0.93}}",
5g7uidL6cVNS7GxcCAXa19,Days,['The Drums'],indie,61.0,269081.0,"{'tempo': 84.72, 'key': 2, 'mode': 1, 'key_confidence': 0.73, 'energy': 0.32, 'danceability': 0.43, 'valence': 0.71, 'instrumentalness': 0.77, 'acousticness': 0.97, 'loudness': 0.28, 'segments': {'count': 39, 'average_duration': 0.71}, 'beats': {'count': 39, 'regularity': 0.91}}",
6id9nfq6AlcmLQ8TSWQlSn,An old owl calling,"['Black Hill', 'Silent Island']",,37.0,,"{'tempo': 136.0, 'key': 0, 'mode': 0, 'key_confidence': 0.54, 'energy': 0.21, 'danceability': 0.47, 'valence': 0.24, 'instrumentalness': 0.88, 'acousticness': 0.99, 'loudness': 0.37, 'segments': {'count': 64, 'average_duration': 0.44}, 'beats': {'count': 64, 'regularity': 0.88}}",
0WH1Ej8kFpzMdBSdev3I9u,III. Lento—Cantabile-semplice,"['Beth Gibbons', 'Henryk Górecki', 'Krzysztof Penderecki', 'Polish National Radio Symphony Orchestra']",,20.0,,"{'tempo': 129.2, 'key': 1, 'mode': 0, 'key_confidence': 0.75, 'energy': 0.25, 'danceability': 0.49, 'valence': 0.36, 'instrumentalness': 0.77, 'acousticness': 0.99, 'loudness': 0.35, 'segments': {'count': 33, 'average_duration': 0.46}, 'beats': {'count': 33, 'regularity': 0.91}}",
0WIbzDVEpmOyBnqqdtqIL9,Teen Age Riot (Album Version),['Sonic Youth'],,61.0,417800.0,"{'tempo': 107.67, 'key': 9, 'mode': 1, 'key_confidence': 0.75, 'energy': 0.37, 'danceability': 0.37, 'valence': 0.79, 'instrumentalness': 0.74, 'acousticness': 0.93, 'loudness': 0.17, 'segments': {'count': 52, 'average_duration': 0.56}, 'beats': {'count': 52, 'regularity': 0.92}}",
5KX2DSPC6aCA0pdDidTmBC,The Rip,['Portishead'],electronic,62.0,270946.0,"{'tempo': 74.9, 'key': 4, 'mode': 1, 'key_confidence': 0.62, 'energy': 0.28, 'danceability': 0.44, 'valence': 0.6, 'instrumentalness': 0.79, 'acousticness': 0.98, 'loudness': 0.29, 'segments': {'count': 36, 'average_duration': 0.8}, 'beats': {'count': 36, 'regularity': 0.96}}",
5fbQCQt91LsVgXusFS0CCD,Disorder - 2007 Remaster,['Joy Division'],alternative,70.0,209039.0,"{'tempo': 83.35, 'key': 2, 'mode': 1, 'key_confidence': 0.67, 'energy': 0.34, 'danceability': 0.36, 'valence': 0.78, 'instrumentalness': 0.75, 'acousticness': 0.97, 'loudness': 0.18, 'segments': {'count': 38, 'average_duration': 0.72}, 'beats': {'count': 38, 'regularity': 0.88}}",
6rU0dLXyWbXqti69nrQP4H,Paradise Circus - Gui Boratto Remix,"['Gui Boratto', 'Hope Sandoval', 'Massive Attack']",downtempo,50.0,487574.0,"{'tempo': 126.05, 'key': 10, 'mode': 0, 'key_confidence': 0.67, 'energy': 0.28, 'danceability': 0.49, 'valence': 0.4, 'instrumentalness': 0.79, 'acousticness': 0.97, 'loudness': 0.38, 'segments': {'count': 55, 'average_duration': 0.48}, 'beats': {'count': 55, 'regularity': 0.96}}",
3AqTZCbuvzmWlXApDTPEqX,I See Reflections in Your Eyes (Long Version),['木戸やすひろ・上野耕路'],,0.0,,"{'tempo': 143.55, 'key': 10, 'mode': 0, 'key_confidence': 0.61, 'energy': 0.32, 'danceability': 0.45, 'valence': 0.38, 'instrumentalness': 0.74, 'acousticness': 0.97, 'loudness': 0.23, 'segments': {'count': 71, 'average_duration': 0.42}, 'beats': {'count': 71, 'regularity': 0.9}}",
2eh0C9NKkHnSyn9jV6rMdN,Glycine,['Rue Oberkampf'],punk,37.0,281533.0,"{'tempo': 120.19, 'key': 0, 'mode': 0, 'key_confidence': 0.78, 'energy': 0.31, 'danceability': 0.55, 'valence': 0.49, 'instrumentalness': 0.8, 'acousticness': 0.95, 'loudness': 0.33, 'segments': {'count': 29, 'average_duration': 0.5}, 'beats': {'count': 29, 'regularity': 0.95}}",
4seeDktxGqhqaNz6iKsa0C,Closer,['Splashh'],,1.0,,"{'tempo': 161.5, 'key': 1, 'mode': 1, 'key_confidence': 0.71, 'energy': 0.39, 'danceability': 0.42, 'valence': 0.81, 'instrumentalness': 0.75, 'acousticness': 0.92, 'loudness': 0.18, 'segments': {'count': 78, 'average_duration': 0.37}, 'beats': {'count': 78, 'regularity': 0.91}}",
